Feature	A	B	C	D	E	F	G	H	I	J	K	L	M	N	O	P	Q	R	S	T	U	V	W	X	Y	Z
31560_at	78.9894	31.4733	62.4509	140.46	47.5125	42.6033	63.4657	9.46983	31.4449	73.8482	59.6659	34.6002	37.3094	20.6217	44.6466	40.2777	57.3272	70.6735	96.3875	35.7516	51.3298	57.8553	41.5229	50.862	32.2673	54.5388
31561_at	57.1918	101.262	109.496	63.7561	41.0167	50.3781	70.7754	82.3953	51.5631	82.0633	55.9502	32.6657	-12.5336	46.1896	43.0307	41.681	19.5062	42.6805	77.823	41.8782	20.8305	58.1969	48.4048	63.6873	17.2878	61.6913
31562_at	-10.0784	57.8828	24.4152	-22.7521	-5.88861	8.79439	-29.0252	23.5921	62.1528	-8.08212	6.17613	24.6652	61.8152	-8.74484	-0.20449	-9.14832	4.65378	75.0421	-10.0185	44.7822	15.5991	-28.5082	1.87017	6.28557	45.2713	-43.8786
31563_at	3.87075	-28.1437	24.7544	12.7108	-1.31689	10.0094	-4.19204	7.82025	14.7575	8.88042	15.2514	10.2426	15.6515	19.2316	19.4447	-1.23541	21.8456	24.7328	-0.552131	19.8892	25.9609	6.40566	1.50182	6.79988	13.6043	3.27369
31564_at	109.668	59.2715	105.943	116.718	50.2078	77.1799	91.809	53.0366	38.9174	114.975	61.4079	54.852	60.4089	50.1061	66.9031	59.2399	59.9341	117.228	104.977	41.73	58.655	107.818	73.7493	64.1165	80.8419	157.966
31565_at	77.1675	66.1019	71.9599	79.158	52.9975	41.375	69.6631	38.2291	50.5804	74.6192	64.7212	57.2348	63.2578	53.0092	55.2938	39.7863	55.3942	67.4218	67.3361	19.3424	52.9268	92.3361	47.2105	61.7862	55.7107	74.2671
31566_at	457.371	377.694	331.429	322.951	306.946	356.719	308.223	162.251	226.292	412.158	282.774	303.057	340.254	336.649	399.75	330.049	286.712	359.033	298.984	298.774	333.587	404.992	326.063	296.761	366.833	313.025
31567_at	90.2235	78.6573	105.756	94.8393	55.2381	79.1635	148.843	71.3313	1.33535	116.883	87.2862	87.6017	69.8406	52.5886	81.2312	51.3537	145.81	98.0862	103.676	37.7131	96.7429	83.7837	51.7689	68.4204	55.2646	93.83
31568_at	2193.88	3324.68	1786.61	3026.42	2807.46	2399.43	1253.53	3289.3	3972.17	1723.88	4089.22	3190.4	2758.39	4113.01	2672.37	2981.12	3762.74	2005.45	3175.74	3728.22	1602.47	1459.51	2653.49	3511.48	2756.04	4302.85
31569_at	97.9357	50.878	128.158	111.845	62.2553	93.6127	95.4669	71.1382	79.3392	140.51	49.6829	67.4407	46.0112	66.7013	64.994	48.1936	125.689	57.4873	76.1713	36.5436	97.4173	76.4665	66.4281	62.6788	99.2655	141.049
31570_at	67.4934	71.3438	84.3728	74.4425	56.1606	87.3683	58.6777	36.5156	82.5123	55.4878	57.329	62.8154	48.4845	69.1918	67.4257	44.3643	65.3176	57.8876	42.9305	48.8184	86.7895	66.6122	77.9568	66.0424	57.991	50.9147
31571_at	12.5044	9.54178	20.6126	44.2425	18.2972	8.51886	7.81241	10.9756	-8.05703	29.5934	10.3485	6.78031	3.00775	13.2679	10.9589	2.1581	63.5216	7.38197	23.5164	28.1586	21.8971	7.24202	11.6907	16.0121	4.07751	68.8394
31572_at	87.9604	54.2085	157.824	97.9837	71.7201	80.539	103.607	96.3876	57.3154	126.615	66.0395	73.504	29.5308	81.2299	71.4969	71.4727	114.212	77.2251	80.5255	54.0515	89.7959	113.211	52.1105	83.9819	73.0566	104.932
31573_at	1136.1	2764.5	1300.7	2370.01	2288.21	1489.71	1040.22	2250.24	2779.82	937.356	2900.05	2679.17	2099.51	2784.21	2093.8	2383.25	2204.63	677.15	2942.06	3337.96	1174.03	954.436	1675.42	2693.64	1760.5	2188.28
31574_i_at	52.8251	20.1416	48.2448	29.0707	16.0303	23.1329	28.6589	23.9772	50.7459	25.1989	26.7714	14.6392	-6.78946	57.2455	14.6523	25.6787	105.805	30.288	46.0359	20.775	25.7309	22.4689	34.4654	33.3963	26.4565	117.768
31575_f_at	205.778	167.67	229.14	180.18	192.889	196.416	235.102	155.927	362.999	80.04	179.807	132.44	174.172	493.228	28.02	195.431	734.733	81.2351	211.746	279.927	35.7276	32.1727	294.214	541.391	120.745	274.929
31576_at	47.9478	10.6369	61.0324	39.32	24.1359	32.6198	44.9815	11.0189	31.716	8.7691	16.8715	29.5628	9.25558	51.2349	34.3509	18.1804	21.1044	32.8085	24.4057	18.8433	57.156	48.0985	24.6104	24.8203	29.9676	34.8144
31577_at	37.0896	22.4401	21.6207	24.889	11.582	28.1255	24.0025	32.6098	45.9685	21.9003	21.8325	33.7716	45.1605	22.1017	21.8848	18.4473	31.2069	35.7945	36.5004	32.674	44.3944	27.3616	17.815	25.8722	44.3971	27.2235
31578_at	29.8769	48.3359	32.5197	38.6347	35.1956	27.9306	19.831	26.072	32.3122	76.7322	41.8975	29.6722	26.3615	24.0103	29.0589	13.8278	24.5646	29.5189	28.4086	14.6679	28.3338	36.9859	28.1464	20.7669	30.3502	74.775
31579_at	163.502	70.4437	173.512	225.425	138.472	120.298	212.84	63.7697	83.0068	310.711	93.0038	115.932	156.608	74.66	128.662	89.4967	141.729	151.22	189.812	29.86	128.169	179.13	124.825	405.887	111.041	129.955
31580_at	52.9366	19.7066	33.0107	31.989	19.3633	36.3136	31.8595	10.0424	17.4939	35.1739	17.5775	23.4293	31.6536	7.29694	20.666	13.0111	14.2803	48.3396	24.9993	12.9458	32.7755	47.7911	28.0614	16.5432	35.1207	28.7763
31581_at	-6.26854	52.0355	-3.57515	6.76259	31.5201	-6.53911	-26.5714	54.173	25.959	-11.3853	4.26559	-5.8544	24.1051	-6.52568	-1.34474	-36.4418	-0.0164678	7.56941	2.04241	19.2027	138.659	188.365	5.60878	-11.8931	134.878	90.857
31582_at	24.8778	25.3512	38.8318	27.4242	22.3016	11.5249	32.8036	28.7016	15.3953	31.0779	9.86239	14.3031	6.58549	14.8964	21.2585	14.1874	7.31915	33.6318	8.26861	-2.83335	15.3786	28.236	17.4288	9.47242	26.4519	13.7552
31583_at	2172.91	3017.39	2115.7	3134.73	3295.13	1818.98	1424.39	3204.18	3793.5	2667.19	4223.25	3444.45	2570.12	3829.49	1646.82	2983.45	3652.55	1287.71	3992.39	3800.89	1535.37	1653.81	2473.69	3512.12	2476.15	3576.69
31584_at	2117.27	2812.14	2353.56	2830.51	3040.62	2629.42	1609	2521.5	2909.96	2861.65	2841.06	2869.71	2601.37	2508.11	2867.21	3025.66	3571.21	1373.77	2822.58	3485.23	3200.62	1759.21	2296.06	3913.11	2520.83	2815.26
31585_at	34.5438	11.6979	37.2077	43.1838	40.9435	20.5239	42.2412	14.6506	28.6528	55.9846	20.8292	28.9977	27.6198	27.265	37.065	27.0738	18.3819	45.7599	6.13577	20.018	62.304	48.8833	14.6744	28.1157	50.1819	52.9943
31586_f_at	3.18616	77.0231	26.4637	47.3681	198.743	25.569	3.4899	45.914	32.7872	24.2809	31.5969	4.27229	9.27717	13.3097	42.8606	100.308	23.5022	31.5629	-24.8298	6.81922	183.76	146.243	4.47085	0.942018	157.964	365.15
31587_at	181.501	212.566	204.545	153.038	166.185	176.01	146.294	140.744	125.396	201.009	124.771	186.639	127.368	191.151	207.514	166.18	126.492	109.559	114.667	171.361	149.049	159.633	168.622	198.992	128.774	137.886
31588_at	32.5297	16.6308	45.8613	19.7044	27.0079	16.4979	31.1852	55.0265	45.0034	37.3568	13.3185	28.0031	55.0356	52.0473	26.1821	19.0582	57.9871	54.1209	45.6519	23.6272	8.71382	35.2368	27.3937	24.5918	44.9872	30.0445
31589_at	105.013	82.0771	170.981	224.179	111.59	106.83	70.3539	55.2523	59.3125	245.946	101.18	89.4065	62.7111	59.4327	153.811	73.1515	378.767	111.934	113.635	82.1207	196.735	116.22	86.2253	133.321	81.1903	274.657
31590_g_at	292.29	185.749	324.006	304.823	289.5	255.7	367.704	173.877	207.221	321.117	220.587	246.739	242.408	508.603	274.655	268.685	275.041	339.228	345.131	183.374	309.498	359.115	270.465	320.601	197.019	274.697
31591_s_at	63.8859	34.072	46.7089	82.7017	51.6072	47.4432	74.8138	40.5893	67.8755	55.7212	24.4661	48.2378	37.2933	18.7608	45.6786	35.5036	86.5916	72.705	41.3414	27.095	178.323	77.2792	40.3882	45.0174	33.9799	37.5881
31592_at	174.173	101.539	243.086	226.486	128.174	202.329	210.733	88.8999	95.7511	248.928	114.014	103.241	89.3639	138.484	170.145	137.303	194.384	131.702	204.028	260.132	237.073	145.838	117.987	152.439	108.207	128.01
31593_at	95.0869	181.17	84.3667	59.1124	116.62	148.584	73.2453	244.048	134.838	83.1845	217.8	161.446	80.0193	142.005	173.887	194.318	84.5018	71.9102	46.206	108.528	96.5753	81.4343	86.8032	49.5598	116.09	44.2284
31594_at	280.535	197.009	312.187	248.867	195.124	166.122	290.952	208.946	221.671	301.538	222.152	270.958	181.817	208.164	234.359	233.562	268.68	263.616	286.119	184.085	272.477	290.231	230.207	168.985	240.46	305.179
31595_at	109.507	75.3342	83.842	88.2029	94.2059	72.5939	154.544	84.1878	92.718	65.4351	97.8749	125.482	116.242	87.9654	60.399	76.5329	66.6054	120.872	137.48	61.5014	80.7959	152.031	85.7811	72.77	120.025	88.4655
31596_f_at	1354.61	2147.25	7748.04	1392.41	1940.92	1147.63	1375.25	1234.61	953.289	1978.58	1328.36	1006.52	902.432	956.885	1349.8	1958.33	1165.89	1364.11	874.469	1167.08	1641.59	1603.45	1289.93	1044.1	1987.3	2241.64
31597_r_at	1961.83	1587.88	1548.52	1592.51	1827.06	1571.36	1880.28	1959.86	1358.65	1469.72	1628.74	1669.62	1249.58	1678.65	1600.49	1834.38	1102.24	2092.8	1530.73	1433.71	1393.03	1937.63	1702.7	1593.03	1480.16	1805.29
31598_s_at	64.2933	151.32	131.897	72.3257	58.5186	64.2836	115.808	100.845	115.183	128.82	119.543	164.343	80.8068	126.171	78.0854	83.1306	131.127	87.4137	144.398	135.186	88.4958	75.9467	145.237	99.944	64.9968	69.6289
31599_f_at	34.5335	30.4737	47.1247	43.4622	45.1064	40.9947	67.2951	34.196	42.0618	51.2861	55.8618	60.0043	52.1335	33.5949	43.6012	43.8636	39.04	56.3817	50.0945	31.2864	49.7455	61.9098	63.6695	41.6344	136.84	70.4976
31600_s_at	92.1684	123.478	131.118	128.944	124.442	149.732	125.921	121.971	260.924	129.685	198.105	163.457	136.944	209.168	203.56	188.715	127.934	95.6377	106.27	434.736	107.804	80.9726	125.432	239.253	109.756	125.397
31601_s_at	6.89252	2.23759	4.11246	1.62062	118.75	6.98837	2.02108	6.00279	-5.67053	-17.8222	17.7912	3.32663	9.19369	3.14731	6.03428	4.5986	6.77768	-4.18302	18.9696	17.5452	1.72709	-7.0814	3.0438	8.03384	11.1087	-5.50171
31602_at	118.755	69.8942	124.225	95.1037	94.8991	76.7431	142.316	65.4532	106.906	135.186	131.838	74.8823	71.6054	86.6463	131.07	86.2513	93.8452	130.424	185.828	91.0749	216.482	134.276	89.7088	87.8811	78.8428	143.371
31603_at	40.8079	26.9286	34.5025	27.9533	1.10459	32.6061	36.4292	25.6252	15.4698	16.9915	12.0612	21.1182	18.0322	12.9521	26.5348	14.9692	36.2621	45.2359	42.4012	21.8009	37.8761	49.8239	21.3173	27.0239	38.8894	45.7598
31604_at	229.027	79.6353	197.734	196.074	101.25	241.995	130.832	205.105	86.5805	148.667	89.1887	150.393	88.5453	188.472	97.5548	37.6332	244.989	187.043	109.506	99.108	263.464	185.681	132.6	50.1334	123.502	297.246
31605_at	100.052	117.308	91.6667	86.6898	72.7004	193.953	87.7579	145.486	138.179	68.2773	160.229	153.827	98.5185	247.983	161.412	80.6467	113.863	65.6953	106.629	210.107	95.4082	94.0413	116.694	137.746	93.0791	77.6654
31606_at	26.8675	-34.0231	22.7796	20.6985	8.5148	71.849	13.7819	14.5797	6.36567	35.807	16.6904	23.2867	20.4774	14.3525	16.7075	8.96311	19.5587	18.7438	0.265347	20.1143	18.0926	17.4167	15.4594	18.3693	27.0456	14.813
31607_at	48.7903	42.9693	84.4513	86.8609	48.5702	43.091	62.8137	28.9883	42.2539	130.481	55.4143	39.983	55.4713	45.611	71.5095	46.4031	83.6092	55.2051	114.964	54.7748	73.9372	59.2552	45.2788	123.532	40.8247	48.7161
31608_g_at	145.687	217.778	143.789	104.507	238.499	231.441	131.189	418.138	263.136	63.6107	297.18	295.462	149.533	325.842	280.713	361.995	90.1186	105.641	79.697	175.689	119.028	106.439	184.129	217.189	180.841	127.716
31609_s_at	1698.05	1353.85	905.632	1146.21	1447.28	1173.24	1762.44	1054.41	1555.94	1220.17	1501.55	1489.4	1363.19	1110.41	1207.67	1489.12	1144.37	1499.26	1196.91	1361.39	1342.88	1243.49	1587.01	1474.25	1124.35	896.443
31610_at	165.572	116.874	179.091	188.642	122.661	148.46	234.36	192.451	152.362	162.351	177.512	198.153	149.736	250.488	155.317	152.357	222.243	167.485	181.206	270.05	259.724	162.989	157.617	160.646	148.854	186.552
31611_s_at	3.01315	3.5022	1.12619	0.59902	5.3293	6.25035	2.26835	-6.77577	-0.750177	-0.850396	-3.47425	8.37534	-1.52306	0.118744	6.33112	-11.4613	-0.112485	2.11053	-5.2015	1.2547	1.22813	9.0091	-0.493317	6.16888	0.0595516	1.34836
31612_at	14.9219	22.7868	33.9309	41.9507	28.0415	27.2836	24.7566	3.52808	-10.2169	29.6177	7.49265	9.11512	4.68956	15.712	30.6113	42.1186	3.04715	21.5399	34.0159	-11.7241	23.9773	38.2842	9.90994	6.51786	10.5117	34.5627
31613_at	115.39	57.4058	69.3337	92.7837	86.0212	61.9131	130.982	43.4975	39.3872	65.2407	73.3793	77.9832	110.182	57.1836	62.8205	60.9955	39.3341	117.773	105.566	29.3876	57.3953	146.055	97.5666	69.9984	72.4034	63.0341
31614_at	222.809	161.722	190.008	224.49	128.135	116.848	267.213	133.57	10.9171	199.876	130.814	116.607	101.287	148.356	164.324	145.517	174.551	217.44	275.02	138.432	183.088	211.768	144.692	131.152	108.195	179.091
31615_i_at	52.0182	29.8741	51.8768	40.3968	76.4239	61.847	50.1711	29.8818	38.3977	45.451	49.1007	81.8224	41.1006	22.0745	47.1694	49.2345	9.39525	51.3506	36.3232	10.7093	45.7202	48.178	34.5865	16.941	41.2199	50.86
31616_r_at	17.2658	9.53801	21.6014	14.2285	12.8664	26.8595	11.7085	5.54331	24.2579	17.4884	20.585	30.7223	12.8158	10.0903	16.4894	22.0977	8.86476	18.8601	-2.9961	10.0032	18.3849	23.925	7.931	3.84455	27.2082	20.601
31617_at	33.2661	33.8521	26.3087	34.5061	30.3877	6.40947	45.9508	28.0327	37.0798	1687.26	22.3491	19.276	48.2847	29.8132	24.9893	26.0827	34.0683	40.4956	44.4439	10.2681	26.61	73.9306	40.2999	34.2437	33.6403	30.4051
31618_at	61.0926	24.413	55.8036	57.1294	19.3263	30.8911	47.0628	17.1614	22.001	65.1685	28.9578	26.9488	38.6703	22.3227	38.3245	29.9162	38.2249	53.5845	52.9923	18.3958	55.6054	64.0879	27.9275	24.9068	34.726	37.0237
31619_at	13.8854	17.7637	2.06138	5.34327	-8.55452	0.516717	-5.0788	4.50518	-68.9469	-0.458492	-14.2241	2.9106	6.17504	-6.73099	1.62452	-4.43161	21.4314	5.83571	14.0299	7.03457	-0.706882	45.589	-3.58742	-3.62168	-11.3763	9.2402
31620_at	638.578	520.449	629.873	506.241	403.789	420.763	642.114	438.525	364.56	640.976	477.958	411.878	315.271	452.967	499.28	498.882	534.847	660.491	662.469	512.672	556.393	662.33	485.435	379.14	361.092	540.935
31621_s_at	622.462	591.734	494.789	522.548	426.469	460.661	690.187	568.957	513.066	443.544	695.053	445.727	417.669	642.795	442.922	516.328	423.109	664.955	689.304	440.222	421.879	516.529	437.813	373.372	480.253	490.287
31622_f_at	1695.75	2062.22	1648.93	1160.22	2773.18	1361.44	1158.76	1341.85	1020.6	1000.16	1797.77	874.957	917.604	3101.61	1074.38	1400.31	1412.79	1574.65	1951.98	1362.39	1167.84	687.539	1452.56	1373.67	795.996	4264.45
31623_f_at	685.856	996.584	627.546	666.347	1844.36	591.884	224.69	823.083	725.306	530.158	1188.65	500.034	526.949	1906.24	605.84	753.996	1009.59	478.21	1049.51	910.424	517.988	140.826	574.669	1082.74	373.703	2419.55
31624_at	122.788	78.1948	104.333	97.9268	82.3998	53.3154	129.032	11.0206	74.2402	92.305	75.4384	69.2402	86.7901	83.7163	60.6398	67.8413	69.7896	129.376	110.576	44.8842	59.9694	134.102	86.8385	83.0411	64.0276	99.7098
31625_at	13.867	45.329	9.70183	17.7801	13.0372	11.9007	10.1764	5.28213	4.32573	16.7319	5.40401	32.9342	5.49079	6.33219	16.3385	11.8069	5.09325	15.2661	6.38378	3.24524	3.20685	11.9479	23.5322	12.5	20.7283	-30.8367
31626_i_at	234.63	167.125	196.457	218.052	153.673	168.517	219.981	145.935	152.556	211.431	148.423	150.361	143.844	144.829	188.24	128.401	184.737	260.743	257.273	103.19	206.993	255.559	171.905	133.863	180.364	200.178
31627_f_at	327.099	401.967	264.936	297.688	352.845	250.081	320.364	238.488	149.95	421.328	168.659	151.8	167.758	172.174	272.834	314.835	197.544	-8466.18	272.63	183.772	312.68	640.483	224.899	195.145	456.108	464.518
31628_at	45.4667	34.1303	30.9323	32.3167	23.6871	17.9015	48.4923	20.9897	30.4155	42.7661	21.3487	31.3103	47.3894	16.5198	30.0742	15.3117	19.5185	49.5091	46.4421	15.0041	22.9889	50.5054	32.7434	23.0121	27.8536	37.6414
31629_at	34.1512	21.5371	23.3243	19.5057	15.78	16.7667	22.6838	17.3526	9.87658	23.1612	23.8646	16.5552	21.3244	6.6039	22.7793	14.2839	1.42929	33.2026	8.63581	5.54029	18.4686	26.5233	13.9438	6.82277	28.7937	16.7089
31630_at	10.0776	2.24541	2.87676	26.6114	55.5372	7.98321	4.00794	5.4934	-2.83936	19.5893	13.9465	-3.76102	2.5463	11.7319	6.38199	5.99399	0.732096	9.27869	-10.7732	-8.76264	4.63857	13.8135	13.343	-9.81922	1.9343	1.40506
31631_f_at	-57.7591	-26.3753	-56.3115	-37.5517	-18.7618	-32.7506	-51.6805	-24.8509	-14.2585	-41.9418	-31.1664	-45.0008	-7.53348	-15.1945	-41.293	-27.0365	-25.099	-61.5478	-50.931	-22.0844	-30.2465	-62.5521	-40.59	-3.47117	-21.0062	-2.41517
31632_at	33.2443	32.5026	40.8574	43.6972	23.9722	44.1567	40.6299	27.9785	37.5048	67.1385	10.517	54.7287	26.1854	-8.16856	37.8102	25.2353	48.13	66.153	62.8756	38.0021	89.4418	50.5043	25.1954	56.0757	40.4928	38.5733
31633_g_at	43.9199	29.1886	29.4056	24.0573	41.5831	33.2017	62.9865	-11.0401	-4.54525	24.0513	42.0685	41.5445	49.2212	69.3211	33.2661	26.3329	22.9186	40.8323	35.9405	-25.9207	-33.5483	56.0148	44.9909	31.1144	-92.5084	50.9868
31634_at	345.91	206.237	243.143	288.353	271.406	203.785	405.183	170.731	231.427	278.235	185.579	218.859	385.217	183.732	223.882	205.1	194.558	360.081	363.809	264.602	234.894	340.46	245.033	260.057	277.745	214.045
31635_g_at	157.343	93.309	155.89	185.134	120.728	118.136	213.955	60.0793	40.9725	207.151	127.054	119.3	96.6181	118.473	126.257	108.31	133.921	178.816	210.738	55.2672	140.073	193.713	127.305	144.496	94.2212	154.325
31636_s_at	276.585	200.928	368.955	254.767	224.949	30.1383	349.216	147.971	179.04	354.466	255.91	216.473	210.713	164.074	295.781	208.561	302.006	218.49	326.868	206.417	299.794	234.002	177.074	207.943	165.025	249.752
31637_s_at	551.108	487.538	729.211	677.218	541.299	623.624	787.593	354.996	472.655	796.341	405.051	601.634	551.058	496.539	524.562	440.486	589.515	485.663	518.104	594.362	647.004	565.911	440.508	650.587	449.793	595.099
31638_at	401.466	337.674	331.715	346.054	233.333	321.933	375.517	333.375	298.223	370.781	452.185	417.205	243.31	546.727	420.12	485.368	316.913	352.142	360.48	448.783	226.003	286.525	290.957	296.833	202.659	383.625
31639_f_at	26.783	30.2136	28.1446	22.2505	22.2221	15.0102	52.7782	37.7786	30.6501	12.3542	17.8215	16.8544	15.2205	15.4349	16.3514	24.4458	6.54445	25.7411	17.5659	20.5519	15.86	28.1796	15.9839	-2.61181	17.8172	21.3787
31640_r_at	344.651	278.321	513.724	390.636	254.824	304.391	576.754	352.022	226.595	340.021	418.522	385.101	219.578	460.542	287.683	332.205	244.15	348.956	389.966	336.445	335.638	349.433	294.587	309.397	251.218	406.865
31641_s_at	99.7442	118.652	123.675	124.853	155.811	109.031	133.512	115.454	217.446	101.469	183.725	92.1054	72.9952	112.704	95.448	108.732	140.078	149.195	147.554	171.817	67.1859	101.645	101.032	84.0845	83.4933	64.4162
31642_at	-80.8385	-52.243	-68.25	-65.7515	-35.171	-35.2096	-81.2397	-30.8254	-11.2347	-77.2604	20.8731	-34.8347	-46.7619	-24.5723	-39.3764	-33.8566	-54.1407	-85.781	-85.8457	-39.842	-51.8662	-92.2694	-35.4977	-43.7302	-38.6925	-43.9011
31643_at	19.5091	17.923	15.495	21.0519	6.93843	7.28756	30.8676	9.93972	7.99247	20.2691	20.8792	7.67655	7.65478	14.6984	15.5204	3.19337	5.48896	22.1877	-4.62999	8.79081	31.7451	10.4707	6.72849	14.4997	23.1082	14.5308
31644_at	66.3027	21.0778	86.2276	80.5353	43.0696	68.1562	93.9739	47.3987	44.5376	90.9995	31.9397	20.2027	47.2021	58.4225	65.131	64.9522	54.3901	74.7517	67.4847	50.1709	83.9066	75.8019	46.2628	120.602	54.3242	72.7384
31645_at	87.1783	55.3885	76.1181	73.7944	91.5986	76.94	116.764	68.3317	34.1872	88.3706	62.6096	62.5156	53.3323	65.6001	69.1624	71.5209	49.1413	88.4789	72.5869	58.1773	41.8285	98.9545	58.8674	62.3774	65.7657	75.3724
31646_at	8.25017	2.27909	5.3182	7.61247	1.78595	3.84083	0.861936	67.7091	56.2715	11.782	5.9791	19.8893	134.446	3.60186	7.15867	4.01805	32.6048	2.98481	17.7463	46.4573	42.0325	2.58892	0.475095	2.61724	38.7528	12.3926
31647_at	37.6927	47.3832	33.6867	29.269	36.7053	-8.66032	27.6728	49.2164	65.826	31.0455	17.6778	36.8451	30.1702	25.3583	23.082	36.4773	35.0332	41.6607	72.1119	46.5964	32.7291	45.9471	34.3861	20.4225	74.0051	45.137
31648_at	113.722	88.2588	134.632	119.968	81.0342	74.518	110.052	77.5302	68.4123	105.789	64.7069	84.4214	60.0559	71.0586	106.437	88.9457	115.283	87.5974	106.536	43.8317	119.85	159.292	130.95	101.752	47.5855	113.16
31649_at	78.6986	49.7464	48.2266	17.3605	52.6775	45.4732	89.8018	36.9154	33.5924	87.4514	30.6733	43.7161	72.6591	36.3139	53.8414	39.8483	45.2265	80.5128	52.8706	37.5065	39.4677	98.5365	54.8103	37.9427	52.602	32.784
31650_g_at	24.9035	32.1044	24.8465	20.3198	32.0319	5.2473	-26.8523	8.39283	27.0132	20.9132	17.734	20.6758	27.7802	10.6933	13.3305	21.7754	21.2021	40.4506	30.1552	-2.50102	30.8266	29.5933	15.4945	12.9264	7.69903	20.6045
31651_at	6.32616	-1.05329	0.541914	10.4502	-14.4679	0.674253	-29.9146	4.92543	-0.932949	2.51492	-0.770045	14.1665	11.7253	-5.65051	-0.569408	1.84143	2.61183	2.68361	1.41616	9.116	5.43731	5.29836	-0.39281	7.63623	1.74712	6.76257
31652_at	-36.7863	-4.33992	-19.0799	-25.2877	-24.2608	-38.8464	-33.5474	-20.5218	-26.6856	-21.3631	-12.5623	-17.9138	-21.2467	-18.0382	-24.9162	-20.8023	-23.157	-41.1939	-38.1398	-12.1285	-28.7512	-33.1193	-21.281	-20.0477	-29.3427	-11.4918
31653_at	30.8709	18.2626	12.4705	22.1264	21.3777	58.6034	49.7079	-0.730059	22.9653	18.128	5.15007	3.66986	19.6256	0.915797	30.1215	9.08591	23.1803	30.8733	42.2391	-5.29367	-1.65284	22.5066	6.00761	25.8764	-2.28681	16.1775
31654_at	48.0258	40.7261	64.7863	72.1742	62.3007	54.2982	33.9368	47.7373	54.7115	97.4119	40.9506	51.094	43.3206	15.0201	80.6879	48.9682	60.5066	64.0993	48.2987	36.3098	78.5071	63.4782	72.1088	65.8894	42.1297	60.4131
31655_at	347.951	333.625	362.379	369.995	286.02	400.585	323.446	518.214	385.224	289.648	408.107	386.478	260.447	694.094	429.743	312.86	644.764	310.536	245.317	370.765	261.552	291.064	250.751	314.29	294.078	441.265
31656_at	6.1035	-7.93034	8.82454	-5.68748	11.041	1.74185	-2.84178	9.22062	52.8945	-0.886138	2.22234	2.78177	22.5582	1.26846	7.23502	2.54359	7.54052	16.2474	-2.8878	6.12811	8.97927	17.8339	-0.406172	7.61551	18.4532	1.55004
31657_at	20.7713	19.45	12.3041	11.8066	8.48455	11.5801	19.3021	-24.8561	4.19935	6.81447	-2.07164	-23.3501	-12.5203	8.0124	6.9824	10.9099	-10.2434	16.2138	-8.54974	-26.2998	-51.5476	13.534	7.80526	10.3069	-8.80464	10.2899
31658_at	59.5264	57.6465	73.1326	50.6633	68.3051	59.9533	63.4884	49.1153	39.7645	81.1169	58.2916	85.6016	83.1298	55.5302	55.0579	39.17	80.3851	48.1475	67.0057	59.922	51.7288	89.7338	59.6821	53.5564	60.0974	91.4198
31659_at	119.503	-755.812	147.117	173.014	128.355	165.597	134.071	105.805	126.784	197.282	129.924	106.723	100.778	97.4134	178.074	141.846	120.091	178.396	85.5775	99.4379	150.168	138.021	132.221	145.203	116.354	150.975
31660_at	27.8618	21.0434	40.8124	-16.4234	36.9841	41.3708	91.5641	29.2637	10.7498	25.0956	57.7661	24.712	73.4488	31.2342	15.6577	40.0549	28.2656	26.3308	68.6865	23.3231	14.6407	53.3355	36.7295	68.0812	9.94368	27.8935
31661_at	35.1162	33.7346	50.4434	51.4102	152.66	49.7561	27.7786	15.3461	25.48	42.3875	16.038	19.2536	19.4349	17.4901	58.2782	26.9255	38.8046	32.5856	58.0009	38.6395	45.8702	47.8456	23.074	86.306	21.8901	23.1338
31662_at	92.8325	106.43	76.3825	99.1137	37.0811	53.7959	94.1995	45.0949	30.5649	108.956	58.9447	63.4195	60.313	57.458	66.9708	54.3649	69.4305	77.08	-100.96	41.8341	87.2712	114.431	56.5949	55.2896	58.8993	108.075
31663_at	190.052	268.848	264.597	242.912	168.305	173.169	219.683	179.074	230.8	231.877	213.212	141.174	83.9283	106.358	163.589	213.655	211.22	161.854	153.806	163.323	130.708	128.613	293.273	122.202	177.867	139.205
31664_at	11.9853	8.83568	12.1591	9.02829	-7.80055	1.11088	4.70264	12.3872	-49.7404	11.0389	26.9509	4.08547	12.583	9.61853	9.62151	14.2068	16.6813	39.5347	8.89852	2.35223	6.04671	13.7885	6.76556	-1.52974	10.6735	1.73812
31665_s_at	-53.8608	-46.6535	-75.3722	-77.6078	-37.1137	-44.2055	-76.1152	-16.1917	-19.0299	-81.2323	-26.1956	-40.6516	-42.8756	-12.591	-61.7727	-21.6539	-51.1497	-79.1266	-52.7776	-33.2088	-55.0078	-87.8064	-46.7689	-65.4116	-52.5324	-66.9157
31666_f_at	-0.760266	-1.72494	4.81662	7.24242	9.36955	0.345534	-7.59186	9.87644	0.534617	7.01839	-3.61176	5.0975	6.82419	0.139887	1.91402	-3.26063	15.4236	7.97024	13.7009	-0.318706	3.91318	3.74718	3.47536	-0.873269	14.8375	-7.14961
31667_r_at	789.487	623.697	650.118	528.138	753.432	788.229	770.503	785.672	761.77	732.505	648.933	852.823	793.746	592.938	805.173	610.592	773.751	791.045	741.804	700.347	826.722	738.26	748.806	628.029	978.88	699.37
